     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4        descriptor_5
        46    0.8486539436E+00    0.8701060951E+00    0.6825792279E-01    0.2129363312E+00    0.3592243932E+00    0.1574730892E+01    0.4397323200E-01
        47    0.6776252254E+00    0.6775043193E+00    0.3938689188E+00    0.3184779890E+00    0.3641206997E+00    0.2944233432E+01    0.1081262313E+00
        48    0.9516741721E+00    0.9832838486E+00    0.2119596847E+00    0.1992562849E-01    0.1101482413E+01    0.1394196167E+00    0.0000000000E+00
        49    0.9247413468E+00    0.9287012978E+00    0.1652644704E+00    0.1617453355E+00    0.1361843205E+01    0.1767827004E+01    0.4852925588E-01
        50    0.9361189295E+00    0.9443167920E+00    0.1112314815E+00    0.1211329090E+00    0.9275605450E+00    0.1657718954E+01    0.1388028899E-01
        51    0.4204910594E+00    0.4765088560E+00    0.7151227648E+00    0.6556754997E+00    0.2209207685E+00    0.3301816680E+01    0.4928037529E-01
        52    0.8773503641E+00    0.9130755804E+00    0.2805713342E+00    0.9928065560E-01    0.1598381966E+01    0.5576784668E+00    0.1100084187E+00
        53    0.5011887913E+00    0.5216732190E+00    0.5187955173E+00    0.4323633673E+00    0.4183827021E+00    0.3428783849E+01    0.2569745702E+00
        54    0.8986310948E+00    0.8677418329E+00    0.2100671888E+00    0.5100183247E-01    0.5836103421E+00    0.0000000000E+00    0.1315415362E+00
        55    0.9424559028E+00    0.9342200663E+00    0.9054341812E-01    0.8594130431E-01    0.1280274710E+01    0.4665079808E+01    0.4809447255E-01
        56    0.8499727646E+00    0.8343554995E+00    0.2464111924E+00    0.1539292149E+00    0.5439654821E+00    0.0000000000E+00    0.1026450331E+00
        57    0.9104458988E+00    0.8639240260E+00    0.9273419871E-01    0.1774981025E+00    0.1152542054E+01    0.7409824637E+01    0.3796036773E-01
        58    0.3214587075E+00    0.3216557747E+00    0.1009190034E+01    0.7014732004E+00    0.3867159255E+00    0.2671008684E+01    0.1732054739E+00
        59    0.8391003218E+00    0.8744010368E+00    0.1064633004E+00    0.5146678260E-01    0.0000000000E+00    0.0000000000E+00    0.9532110825E-01
        60    0.9416069557E+00    0.9489674743E+00    0.1540133646E+00    0.9098170969E-01    0.1226421962E+01    0.1519710934E+01    0.4556326611E-01
        61    0.7517277088E+00    0.7489080859E+00    0.3036607336E+00    0.2518420312E+00    0.1295825349E+01    0.1064598391E+02    0.1892902541E-01
        62    0.9385941983E+00    0.8875941529E+00    0.1357984103E+00    0.2279309492E+00    0.5493157464E+00    0.6322065373E+00    0.9348243043E-02
        63    0.1724954183E+00    0.1473274926E+00    0.1335319190E+01    0.1059513119E+01    0.2694831411E+00    0.8214400514E+00    0.1057353271E+00
        64    0.9445858481E+00    0.9646726785E+00    0.9075144906E-01    0.3401767455E-01    0.5300063104E+00    0.7433533037E+00    0.3054164898E-02
